appid,name,release_date,developer,publisher,positive_reviews,negative_reviews,owners,average_forever,average_2weeks,median_forever,median_2weeks,price,ccu,english,categories,genres
471550,Nine Parchments,2017-12-05,Frozenbyte,Frozenbyte,2527,735,"500,000 - 1,000,000",656,0,223,0,19.99,54,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG
980300,One Finger Death Punch 2,2019-04-15,Silver Dollar Games,Silver Dollar Games,3608,118,"100,000 - 200,000",225,0,243,0,7.99,21,1,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards,Action;Casual;Indie
439940,Lucid9: Inciting Incident,2016-04-14,Fallen Snow Studios,Sekai Project,888,98,"100,000 - 200,000",47,0,47,0,0.0,1,1,Single-player;Steam Achievements,Casual;Free to Play;Simulation
13560,Tom Clancy's Splinter Cell,2008-04-01,Ubisoft,Ubisoft,1714,244,"200,000 - 500,000",507,0,666,0,9.99,29,1,Single-player,Action
495140,NARUTO: Ultimate Ninja STORM,2017-08-25,CyberConnect2 Co. Ltd.,BANDAI NAMCO Entertainment,2831,1009,"200,000 - 500,000",306,0,388,0,19.99,122,1,Single-player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure
264240,CONSORTIUM,2014-01-08,Interdimensional Games Inc,Interdimensional Games Inc,1076,424,"200,000 - 500,000",244,0,285,0,9.99,1,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;RPG
300300,Ichi,2014-06-12,Stolen Couch Games,Stolen Couch Games,535,76,"50,000 - 100,000",148,0,180,0,4.99,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Casual;Indie;Strategy
351710,Hyperdimension Neptunia Re;Birth2: Sisters Generation,2015-05-29,"Idea Factory, Compile Heart, Felistella","Idea Factory, Idea Factory International",2758,236,"200,000 - 500,000",681,0,655,0,14.99,25,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,RPG;Strategy
900270,Reventure,2018-10-22,Pixelatto,Pixelatto,5923,317,"200,000 - 500,000",146,0,183,0,7.99,55,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,Adventure;Indie;Early Access
224500,Gnomoria,2016-02-23,Robotronic Games,Robotronic Games,2647,768,"200,000 - 500,000",1100,0,1606,0,14.99,21,1,Single-player;Steam Trading Cards;Steam Workshop,Indie;Simulation;Strategy
787790,Epic Roller Coasters,2018-03-07,B4T Games,B4T Games,280,170,"200,000 - 500,000",51,0,54,0,0.0,15,1,Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards,Casual;Free to Play;Indie;Racing;Simulation
258760,Scania Truck Driving Simulator,2014-02-27,SCS Software,SCS Software,1229,316,"200,000 - 500,000",91,0,78,0,9.99,22,1,Single-player;Partial Controller Support,Indie;Simulation
359600,Assassin’s Creed Chronicles: Russia,2016-02-09,Climax Studios,Ubisoft Entertainment,490,325,"100,000 - 200,000",203,0,368,0,9.99,1,1,Single-player;Steam Trading Cards;Partial Controller Support,Action;Adventure
204630,Retro City Rampage DX,2014-11-11,"Vblank Entertainment, Inc.","Vblank Entertainment, Inc.",2025,269,"200,000 - 500,000",235,0,204,0,14.99,3,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Indie;Racing
13210,Unreal Tournament 3 Black,2009-03-05,"Epic Games, Inc.","Epic Games, Inc.",3027,341,"500,000 - 1,000,000",241,0,185,0,19.99,36,1,Single-player;Multi-player;Co-op;Steam Achievements,Action
1025580,Vainglory,2019-02-13,Super Evil Megacorp,Super Evil Megacorp,2681,1466,"500,000 - 1,000,000",0,0,0,0,0.0,12,1,Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Strategy;Early Access
448470,Bacteria,2016-03-23,Sometimes You,Sometimes You,204,150,"1,000,000 - 2,000,000",354,0,361,0,0.99,0,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Casual;Indie
667970,VTOL VR,2017-08-03,"Boundless Dynamics, LLC","Boundless Dynamics, LLC",4058,120,"100,000 - 200,000",681,0,726,0,29.99,87,1,Single-player,Action;Indie;Simulation;Early Access
205650,The Testament of Sherlock Holmes,2012-09-20,Frogwares,Frogwares,2247,589,"200,000 - 500,000",238,1,406,1,19.99,33,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure
34820,Combat Wings: Battle of Britain,2009-10-14,City Interactive,CI Games,493,135,"100,000 - 200,000",23,0,24,0,4.99,0,1,Single-player;Multi-player,Simulation
533820,Atonement 2: Ruptured by Despair,2016-10-18,Astronomic Games,New Reality Games,103,41,"100,000 - 200,000",225,0,249,0,5.99,0,1,Single-player;Steam Achievements;Steam Trading Cards,RPG
606150,Moonlighter,2018-05-29,Digital Sun,11 bit studios,10238,2044,"500,000 - 1,000,000",729,0,651,0,19.99,147,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie
522090,Medieval Defenders,2016-11-11,Creobit,8Floor,71,123,"200,000 - 500,000",323,0,335,0,4.99,0,1,Single-player;Steam Achievements;Steam Trading Cards;In-App Purchases,Casual;Strategy
325120,Notch - The Innocent LunA: Eclipsed SinnerS,2015-06-04,"Angels Blue Digital Entertainment, DigitalEZ",DigitalEZ,1096,110,"100,000 - 200,000",130,0,130,0,9.99,1,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie
412740,Audioshield,2016-04-05,Dylan Fitterer,Dylan Fitterer,2192,515,"100,000 - 200,000",625,0,240,0,19.99,3,1,Single-player;VR Support;SteamVR Collectibles,Indie
292370,DarkEnd,2014-10-17,Kodots Games,KISS ltd,180,163,"200,000 - 500,000",313,0,298,0,1.99,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Indie;RPG
558990,Opus Magnum,2017-12-07,Zachtronics,Zachtronics,4316,106,"200,000 - 500,000",530,0,564,0,19.99,122,1,Single-player;Steam Achievements;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Indie;Simulation
392160,X4: Foundations,2018-11-30,Egosoft,Egosoft,9033,2993,"500,000 - 1,000,000",6841,141,9271,141,49.99,2559,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Simulation
339340,Resident Evil 0,2016-01-19,"CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",5906,1134,"500,000 - 1,000,000",657,1,425,1,19.99,99,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure
229480,Dungeons & Dragons: Chronicles of Mystara,2013-06-18,Iron Galaxy Studios,Capcom,1109,229,"100,000 - 200,000",102,90,115,90,14.99,12,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;RPG
386180,Crossout,2017-07-26,Targem Games,Gaijin Distribution KFT,35950,10621,"2,000,000 - 5,000,000",4229,1850,267,1862,0.0,3457,1,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;In-App Purchases,Action;Free to Play;Massively Multiplayer;Racing
253410,Ravensword: Shadowlands,2013-12-06,Crescent Moon Games,Crescent Moon Games,245,244,"100,000 - 200,000",2,0,2,0,6.99,0,1,Single-player,Action;Adventure;Indie;RPG
290280,Volt,2014-04-14,Quantized Bit,Quantized Bit,255,117,"100,000 - 200,000",260,0,293,0,0.99,1,1,Single-player;Steam Trading Cards,Action;Indie
595060,Lionheart: Legacy of the Crusader,2017-03-15,"Reflexive Entertainment, Black Isle Studios",Interplay Entertainment Corp.,65,14,"200,000 - 500,000",0,0,0,0,9.99,6,1,Single-player,Violent;Adventure;RPG
633060,Orwell: Ignorance is Strength,2018-02-22,Osmotic Studios,Fellow Traveller,1003,272,"100,000 - 200,000",25,0,31,0,9.99,18,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;Simulation
528610,Double Dragon IV,2017-01-30,Arc System Works,Arc System Works,403,271,"100,000 - 200,000",573,0,573,0,6.99,4,1,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Violent;Action
368730,No Time To Explain Remastered,2015-07-17,tinyBuild,tinyBuild,1808,485,"200,000 - 500,000",184,0,173,0,14.99,3,1,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Casual;Indie
552700,WORLD OF FINAL FANTASY,2017-11-21,Square Enix,Square Enix,2003,432,"100,000 - 200,000",506,0,694,0,24.99,28,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,RPG
21670,Bionic Commando,2009-07-28,Capcom,Capcom,908,325,"200,000 - 500,000",147,0,192,0,9.99,2,1,Single-player;Multi-player;Partial Controller Support;Steam Cloud,Action;Adventure
292390,Realms of the Haunting,2014-04-24,Gremlin Interactive,Funbox Media Ltd,343,106,"200,000 - 500,000",41,0,76,0,2.99,1,1,Single-player,Action
688420,Bad North: Jotunn Edition,2018-11-16,"Plausible Concept, Oskar Stålberg",Raw Fury,5117,472,"200,000 - 500,000",238,0,320,0,14.99,81,1,Single-player;Steam Achievements;Full controller support;Steam Cloud,Action;Indie;Simulation
446790,Diluvion: Resubmerged,2017-02-02,Arachnid Games,Good Shepherd Entertainment,642,371,"100,000 - 200,000",322,0,587,0,19.99,1,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG
289500,UFO: Aftershock,2014-04-16,ALTAR Interactive,1C Entertainment,132,42,"100,000 - 200,000",600,0,600,0,3.99,2,1,Single-player;Steam Cloud,Strategy
955900,Amazing Cultivation Simulator,2019-01-10,GSQ Games,Gamera Game,15394,2235,"500,000 - 1,000,000",6426,90,1251,90,24.99,1760,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats,Indie;RPG;Simulation;Strategy;Early Access
47870,Need For Speed: Hot Pursuit,2010-12-14,Criterion Games,Electronic Arts,15904,3406,"2,000,000 - 5,000,000",1047,428,308,428,0.0,72,1,Single-player;Multi-player,Racing
255940,The 11th Hour,2013-10-18,Trilobyte Games,Nightdive Studios,79,113,"100,000 - 200,000",0,0,0,0,5.99,1,1,Single-player,Adventure
794600,LET IT DIE,2018-09-26,"GRASSHOPPER MANUFACTURE INC., SUPERTRICK  GAMES,Inc.",GungHo Online Entertainment America,3305,1215,"1,000,000 - 2,000,000",595,0,145,0,0.0,198,1,Single-player;Steam Achievements;Captions available;In-App Purchases;Partial Controller Support,Action;Free to Play
345650,Without Within,2015-01-22,InvertMouse,InvertMouse,1786,230,"200,000 - 500,000",21,0,28,0,0.0,0,1,Single-player,Free to Play;Indie
763410,Long Live Santa!,2017-12-19,Doborog Games,Doborog Games,2482,346,"200,000 - 500,000",92,0,51,0,0.0,5,1,Multi-player;Online Multi-Player,Action;Free to Play;Indie
16450,F.E.A.R. 2: Project Origin,2009-02-12,Monolith,"Warner Bros. Games, Warner Bros. Interactive Entertainment",4977,776,"500,000 - 1,000,000",343,0,294,0,14.99,43,1,Single-player;Multi-player,Action
356370,Soccer Manager 2015,2015-07-16,Soccer Manager Ltd,Soccer Manager Ltd,359,161,"200,000 - 500,000",59,0,93,0,0.0,0,1,Single-player,Free to Play;Sports
299030,Blood: One Unit Whole Blood,2014-07-14,Monolith Productions,Atari,1193,118,"100,000 - 200,000",199,0,199,0,0.0,1,1,Single-player,Action;Adventure
293540,Guns and Robots,2014-08-04,Masthead Studios Ltd,"Masthead Studios Ltd, Thegamewallstudios, Gamigo AG",1132,589,"1,000,000 - 2,000,000",139,0,49,0,0.0,0,1,Multi-player;MMO;Steam Achievements,Action;Free to Play;Indie;Massively Multiplayer;RPG
310370,The Way of Life Free Edition,2016-05-31,"CyberCoconut, Fabio Ferrara",CyberCoconut,4875,1699,"500,000 - 1,000,000",20,0,14,0,0.0,1,1,Single-player;Full controller support,Free to Play;Indie
63710,BIT.TRIP RUNNER,2011-02-28,Gaijin Games,Gaijin Games,3254,525,"200,000 - 500,000",358,1,82,1,9.99,2,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie
215930,Jagged Alliance 2 - Wildfire,2012-11-16,I-deal Games,Topware Interactive,905,291,"500,000 - 1,000,000",402,0,423,0,6.99,65,1,Single-player;Steam Trading Cards;Steam Cloud,RPG;Strategy
266310,GameGuru,2015-05-19,TheGameCreators,TheGameCreators,1383,524,"200,000 - 500,000",87,0,22,0,49.99,21,1,Single-player;Multi-player;Includes level editor,Animation & Modeling;Design & Illustration;Education;Software Training;Utilities;Game Development
420530,OneShot,2016-12-08,Future Cat LLC,Degica,22924,449,"500,000 - 1,000,000",352,365,364,365,9.99,126,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Casual;Indie
3990,Civilization IV: Warlords,2007-04-06,Firaxis Games,2K,285,28,"500,000 - 1,000,000",510,0,797,0,4.99,166,1,Single-player,Strategy
33100,Alien Shooter,2009-05-27,Sigma Team Inc.,Sigma Team Inc.,2083,125,"200,000 - 500,000",414,0,555,0,4.99,28,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;RPG
433530,Heliborne Collection,2017-10-12,Klabater,Klabater,2598,902,"200,000 - 500,000",937,0,1411,0,29.99,21,1,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie;Massively Multiplayer
286340,FarSky,2014-04-25,Farsky Interactive,Farsky Interactive,2781,1014,"200,000 - 500,000",197,22,132,22,4.99,2,1,Single-player,Adventure;Indie
603960,Monolith,2017-06-07,Team D-13,Team D-13,1360,22,"100,000 - 200,000",1229,0,1552,0,7.99,14,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie
277450,Imperial Glory,2014-04-11,Pyro Studios,Kalypso Media Digital,804,239,"100,000 - 200,000",72,0,72,0,4.99,31,1,Single-player;Multi-player,Strategy
349500,Cubicle Quest,2015-02-25,Ian Isaro,GrabTheGames,491,170,"100,000 - 200,000",327,0,372,0,4.99,1,1,Single-player;Steam Trading Cards,Indie;RPG;Simulation
455440,Spell Fighter VR,2016-03-23,Kubold,Kubold,251,107,"100,000 - 200,000",10,0,10,0,0.0,0,1,Single-player;VR Support,Action;Adventure;Indie;RPG
584400,Sonic Mania,2017-08-29,"Christian Whitehead, Headcannon, PagodaWest Games",SEGA,17056,1226,"500,000 - 1,000,000",288,33,177,33,19.99,121,1,Single-player;Local Multi-Player;Local Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure;Casual
321360,Primal Carnage: Extinction,2015-04-03,"Circle Five Studios, Pub Games",Circle Five Publishing,5718,1340,"500,000 - 1,000,000",4440,0,537,0,12.99,102,1,Single-player;Multi-player;Online Multi-Player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Indie
606500,HellSign,2018-11-09,Ballistic Interactive,Ballistic Interactive,1337,536,"200,000 - 500,000",0,0,0,0,19.99,3,1,Single-player;Steam Achievements,Action;Adventure;Indie;RPG;Early Access
282560,RollerCoaster Tycoon World,2016-11-16,Nvizzio Creations,"Atari, RCTO Productions",1340,4103,"200,000 - 500,000",1249,0,1636,0,14.99,12,1,Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud,Simulation;Strategy
557580,Ancient Guardian,2016-12-21,North Lab,North Lab,104,37,"100,000 - 200,000",237,0,283,0,7.99,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Indie;Early Access
394230,Battleborn,2016-05-03,Gearbox Software,2K,5921,3687,"500,000 - 1,000,000",923,0,915,0,0.0,0,1,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action
241410,CastleStorm,2013-07-29,Zen Studios,Zen Studios,1276,155,"100,000 - 200,000",316,0,325,0,9.99,3,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy
438140,Star Realms,2016-03-08,Wise Wizard Games,Wise Wizard Games,1238,197,"200,000 - 500,000",434,0,353,0,0.0,116,1,Single-player;Multi-player;Cross-Platform Multiplayer,Strategy
226100,PixelJunk Nom Nom Galaxy,2015-08-03,Q-Games Ltd.,Q-Games Ltd.,676,224,"100,000 - 200,000",1646,0,2236,0,9.99,6,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Strategy
201790,Orcs Must Die! 2,2012-07-30,Robot Entertainment,Robot Entertainment,16380,1045,"2,000,000 - 5,000,000",805,33,451,33,14.99,181,1,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy
422250,ShipLord,2015-12-02,EGAMER,SA Industry,352,290,"500,000 - 1,000,000",253,0,284,0,10.99,1,1,Single-player;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure;Casual;Indie
312840,Fahrenheit: Indigo Prophecy Remastered,2015-01-28,"Aspyr, Quantic Dream (original release)",Aspyr,3686,886,"200,000 - 500,000",172,0,229,0,9.99,25,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;RPG
364050,Face It - A game to fight inner demons,2017-06-09,"Tlön Studios, Ilex Games",Gamestorming,924,286,"100,000 - 200,000",113,0,147,0,3.99,0,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie
241560,The Crew,2014-12-19,Ivory Tower in collaboration with Ubisoft Reflections,Ubisoft,10274,4673,"500,000 - 1,000,000",3163,0,1823,0,29.99,49,1,Single-player;Multi-player;MMO;In-App Purchases;Partial Controller Support,Action;Massively Multiplayer;Racing
345220,Agent Awesome,2015-02-17,Chaos Industries,KISS ltd,542,315,"200,000 - 500,000",246,0,226,0,1.99,0,1,Single-player;Steam Trading Cards,Strategy
416450,Emporea: Realms of War and Magic,2016-06-08,Pixel Federation,Pixel Federation,301,151,"100,000 - 200,000",177,0,336,0,0.0,88,1,Multi-player;MMO;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;In-App Purchases;Stats;Commentary available,Free to Play;Indie;Massively Multiplayer;RPG;Strategy
409600,Contract With The Devil,2015-12-11,AZ-Art Development Studio,8Floor,157,65,"100,000 - 200,000",260,0,321,0,4.99,4,1,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual
531960,Bloody Walls,2016-09-28,L. Stotch,L. Stotch,875,261,"100,000 - 200,000",30,0,39,0,0.0,0,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Free to Play;Indie
816090,Space Hulk: Deathwing - Enhanced Edition,2018-05-22,Streum On Studio,Focus Home Interactive,4751,1769,"200,000 - 500,000",316,121,241,121,29.99,87,1,Single-player;Online Co-op;Steam Achievements;Full controller support;Steam Cloud,Action;Adventure
9050,DOOM 3,2007-08-03,id Software,id Software,5152,646,"500,000 - 1,000,000",256,0,111,0,4.99,40,1,Single-player;Multi-player;Steam Cloud,Action
443110,Armored Warfare,2017-11-17,"Obsidian Entertainment, MY.GAMES",META Publishing,1959,908,"500,000 - 1,000,000",818,810,250,810,0.0,233,1,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Trading Cards;In-App Purchases;Steam Turn Notifications,Action;Casual;Free to Play;Massively Multiplayer;Simulation;Strategy
743370,Soccer Manager 2018,2017-12-22,Soccer Manager Ltd,Soccer Manager Ltd,302,141,"200,000 - 500,000",1616,0,1616,0,0.0,7,1,Single-player;In-App Purchases,Sports
48190,Assassin’s Creed Brotherhood,2011-03-17,Ubisoft Montreal,Ubisoft,12481,1457,"1,000,000 - 2,000,000",1775,0,1092,0,19.99,289,1,Single-player;Multi-player;Partial Controller Support,Action;Adventure
979080,Rebel Forces,2018-12-20,Freeze Nova,Freeze Nova,1222,276,"200,000 - 500,000",0,0,0,0,0.0,5,1,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Stats;Steam Leaderboards,Action;Free to Play;Indie
550670,"What The Heck, Dude?",2017-01-10,The_Kiddy,The_Kiddy,122,171,"100,000 - 200,000",244,0,289,0,0.99,40,1,Single-player;Steam Trading Cards,Action;Casual;Indie;Simulation
686260,Forged Battalion,2018-08-14,Petroglyph,Team17 Digital Ltd,591,403,"100,000 - 200,000",240,0,255,0,19.99,2,1,Single-player;Multi-player;Online Multi-Player;Online Co-op;Steam Workshop;Steam Cloud;Steam Leaderboards,Indie;Simulation;Strategy
508180,Fly and Destroy,2016-07-29,EGAMER,EGAMER,148,88,"100,000 - 200,000",213,0,329,0,10.99,1,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Casual;Indie;Strategy
206610,3SwitcheD,2012-03-29,Reality Pump,Topware Interactive,238,340,"200,000 - 500,000",249,0,269,0,9.99,0,1,Single-player;Steam Trading Cards;Steam Cloud,Casual;Indie
262410,World of Guns: Gun Disassembly,2014-05-21,Noble Empire Corp.,Noble Empire Corp.,14048,2780,"2,000,000 - 5,000,000",184,0,38,0,0.0,135,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases,Free to Play;Indie;Simulation
628890,NOBUNAGA'S AMBITION: Taishi / 信長の野望･大志,2017-11-29,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.",389,437,"100,000 - 200,000",13242,0,13242,0,59.99,484,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Simulation
255300,Journey of a Roach,2013-11-04,"Koboldgames, Daedalic Entertainment",Daedalic Entertainment,1404,190,"200,000 - 500,000",915,0,348,0,6.99,4,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie
227220,Sang-Froid - Tales of Werewolves,2013-04-05,Artifice Studio,Artifice Studio,1597,228,"200,000 - 500,000",177,0,200,0,0.0,1,1,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;RPG;Strategy
300580,GALAK-Z,2015-10-29,17-BIT,17-BIT,370,136,"100,000 - 200,000",310,0,348,0,19.99,3,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Indie
375230,"Warhammer 40,000: Eternal Crusade",2017-03-16,Behaviour Interactive Inc.,Behaviour Interactive Inc.,6262,6309,"500,000 - 1,000,000",502,0,67,0,0.0,0,1,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases;Partial Controller Support;Stats,Violent;Action;Adventure;Free to Play;Massively Multiplayer
513510,Intralism,2016-11-04,KHB-Soft,KHB-Soft,4252,599,"500,000 - 1,000,000",489,0,268,0,2.99,13,1,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats;Steam Leaderboards;Includes level editor,Action;Casual;Indie
423810,Marooners,2016-09-15,M2H,M2H,422,223,"100,000 - 200,000",124,0,124,0,9.99,1,1,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie
506730,Dinosaur Forest,2017-05-17,Racing Bros,ANPA.US,343,282,"100,000 - 200,000",225,0,248,0,1.99,24,1,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie
253900,Knights and Merchants,2013-10-14,Topware Interactive,Topware Interactive,3244,629,"500,000 - 1,000,000",342,0,251,0,6.99,121,1,Single-player;Multi-player;Steam Trading Cards,Simulation;Strategy
3483,Peggle Extreme,2007-09-11,"PopCap Games, Inc.","PopCap Games, Inc.",1096,80,"200,000 - 500,000",47,0,76,0,0.0,9,1,Single-player,Casual
377310,The Tower Of Elements,2015-08-05,Wulo Games,Back To Basics Gaming,183,135,"200,000 - 500,000",232,0,251,0,0.99,0,1,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Indie
744900,Dead Frontier 2,2018-09-05,Creaky Corpse Ltd,Creaky Corpse Ltd,13433,5446,"1,000,000 - 2,000,000",163,10,47,10,0.0,567,1,Single-player;Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;In-App Purchases,Action;Free to Play;Indie;Massively Multiplayer;RPG;Early Access
895150,Endless Battle,2019-01-02,Netdragon Websoft Inc,Netdragon Websoft Inc,158,200,"100,000 - 200,000",0,0,0,0,0.0,0,1,Multi-player;Online Multi-Player;In-App Purchases,Action;Casual;Free to Play;Massively Multiplayer
205730,Insanely Twisted Shadow Planet,2012-04-17,Shadow Planet Productions,Xbox Game Studios,634,92,"200,000 - 500,000",179,0,179,0,14.99,2,1,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Leaderboards,Action;Adventure;Indie
412470,Metal War Online: Retribution,2015-12-01,GDT Limited,GDT Limited,530,407,"200,000 - 500,000",169,0,174,0,0.0,9,1,Multi-player,Action;Free to Play;Massively Multiplayer;Racing;Early Access
302080,Bus Driver,2014-06-03,SCS Software,SCS Software,1384,373,"200,000 - 500,000",210,0,21,0,7.99,9,1,Single-player;Partial Controller Support,Indie;Simulation
45700,Devil May Cry 4,2009-12-22,Capcom,Capcom,1802,166,"200,000 - 500,000",3009,87,1045,87,19.99,8,1,Single-player;Full controller support,Action;Adventure
270880,American Truck Simulator,2016-02-02,SCS Software,SCS Software,90886,3257,"2,000,000 - 5,000,000",4565,153,783,214,19.99,5595,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Includes level editor,Indie;Simulation
374040,Portal Knights,2017-05-18,Keen Games,505 Games,16009,3314,"500,000 - 1,000,000",1403,0,391,0,19.99,261,1,Single-player;Multi-player;Co-op;Steam Achievements;Steam Workshop;Partial Controller Support;Steam Cloud,Action;Adventure;RPG
783240,Die pig die,2018-05-23,Vector bundle,Vector bundle,105,219,"100,000 - 200,000",8,0,10,0,0.0,0,1,Multi-player;Online Multi-Player;Online Co-op;Stats;Steam Leaderboards,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer;Early Access
420060,Candle,2016-11-11,Teku Studios,Daedalic Entertainment,687,177,"100,000 - 200,000",326,0,582,0,9.99,6,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Indie
394450,"Warhammer 40,000: Deathwatch - Enhanced Edition",2015-10-16,Rodeo Games,Rodeo Games,541,246,"100,000 - 200,000",237,0,301,0,0.0,6,1,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Adventure;RPG;Strategy
474750,Reigns,2016-08-11,Nerial,Devolver Digital,6244,831,"200,000 - 500,000",182,0,104,0,2.99,36,1,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie;RPG;Simulation
